id,hostname,ip,os,cpu,ram_gb,disk_gb,status,uptime_days
2233,server-2233,192.168.159.12,CentOS 8,8,32,1000,offline,98
2234,server-2234,192.168.150.182,Ubuntu 22.04,8,64,2000,maintenance,134
2235,server-2235,192.168.145.200,Debian 12,16,4,2000,online,124
2236,server-2236,192.168.174.133,CentOS 8,8,64,100,offline,4
2237,server-2237,192.168.17.149,Debian 12,2,64,1000,online,360
2238,server-2238,192.168.239.118,Windows Server 2022,16,32,500,online,316
2239,server-2239,192.168.160.235,Ubuntu 22.04,2,4,100,online,124
2240,server-2240,192.168.231.157,Debian 12,2,32,500,online,200
2241,server-2241,192.168.232.172,CentOS 8,32,4,2000,offline,67
2242,server-2242,192.168.3.221,Debian 12,16,8,2000,maintenance,35
2243,server-2243,192.168.140.158,CentOS 8,2,32,500,online,302
2244,server-2244,192.168.239.142,CentOS 8,16,64,2000,offline,316
2245,server-2245,192.168.42.191,Ubuntu 22.04,32,4,500,offline,119
2246,server-2246,192.168.225.93,CentOS 8,16,4,2000,maintenance,241
2247,server-2247,192.168.192.201,Debian 12,4,32,500,offline,2
2248,server-2248,192.168.82.177,Debian 12,32,8,1000,offline,201
2249,server-2249,192.168.93.22,Ubuntu 22.04,16,16,500,offline,109
2250,server-2250,192.168.157.184,CentOS 8,4,4,100,offline,128
2251,server-2251,192.168.252.93,Debian 12,2,64,100,online,155
2252,server-2252,192.168.19.244,Windows Server 2022,2,64,1000,online,324
2253,server-2253,192.168.24.193,Debian 12,4,32,1000,maintenance,118
2254,server-2254,192.168.65.21,Debian 12,2,8,1000,offline,147
2255,server-2255,192.168.2.170,Windows Server 2022,32,4,500,online,203
2256,server-2256,192.168.101.136,Debian 12,32,32,100,online,213
2257,server-2257,192.168.207.134,Windows Server 2022,32,32,1000,online,204
2258,server-2258,192.168.88.49,Ubuntu 22.04,8,8,2000,offline,62
2259,server-2259,192.168.153.180,Ubuntu 22.04,4,64,100,maintenance,342
2260,server-2260,192.168.203.193,Debian 12,32,4,500,online,250
2261,server-2261,192.168.24.183,CentOS 8,16,8,1000,offline,161
2262,server-2262,192.168.233.124,CentOS 8,32,16,1000,maintenance,127
2263,server-2263,192.168.80.196,Windows Server 2022,2,16,2000,online,80
2264,server-2264,192.168.8.204,Debian 12,4,16,2000,online,4
2265,server-2265,192.168.253.9,Ubuntu 22.04,32,64,1000,online,190
2266,server-2266,192.168.184.129,Ubuntu 22.04,16,4,100,maintenance,354
2267,server-2267,192.168.1.204,Debian 12,32,64,500,maintenance,209
2268,server-2268,192.168.111.130,Windows Server 2022,2,16,100,online,171
2269,server-2269,192.168.35.36,Windows Server 2022,32,32,1000,offline,12
2270,server-2270,192.168.249.83,CentOS 8,16,4,500,maintenance,360
2271,server-2271,192.168.92.97,Ubuntu 22.04,32,8,500,online,203
2272,server-2272,192.168.234.181,Debian 12,32,32,100,offline,219
2273,server-2273,192.168.81.17,CentOS 8,32,32,100,offline,121
2274,server-2274,192.168.109.185,Windows Server 2022,16,4,1000,offline,348
2275,server-2275,192.168.97.70,CentOS 8,4,8,1000,offline,51
2276,server-2276,192.168.143.239,Ubuntu 22.04,16,64,500,maintenance,233
2277,server-2277,192.168.3.29,Ubuntu 22.04,4,32,100,maintenance,300
2278,server-2278,192.168.34.138,CentOS 8,4,32,2000,offline,244
2279,server-2279,192.168.70.61,Ubuntu 22.04,16,16,100,online,78
2280,server-2280,192.168.68.204,Windows Server 2022,2,64,100,maintenance,172
2281,server-2281,192.168.112.234,CentOS 8,4,16,2000,offline,28
2282,server-2282,192.168.126.169,Debian 12,32,64,100,maintenance,302
2283,server-2283,192.168.191.60,Ubuntu 22.04,8,8,100,maintenance,221
2284,server-2284,192.168.3.54,Windows Server 2022,16,64,1000,maintenance,17
2285,server-2285,192.168.148.225,Ubuntu 22.04,16,8,500,maintenance,97
2286,server-2286,192.168.9.166,CentOS 8,16,8,500,maintenance,11
2287,server-2287,192.168.182.6,Debian 12,4,32,2000,maintenance,87
2288,server-2288,192.168.230.241,Windows Server 2022,4,16,500,maintenance,320
2289,server-2289,192.168.255.94,Debian 12,32,4,100,maintenance,201
2290,server-2290,192.168.35.235,Debian 12,32,64,100,offline,93
2291,server-2291,192.168.71.172,Debian 12,2,8,100,online,81
2292,server-2292,192.168.203.161,Windows Server 2022,8,16,1000,offline,240
2293,server-2293,192.168.130.90,CentOS 8,4,4,2000,maintenance,353
2294,server-2294,192.168.196.178,Ubuntu 22.04,16,16,1000,online,222
2295,server-2295,192.168.252.212,Debian 12,2,4,2000,maintenance,249
2296,server-2296,192.168.198.236,Ubuntu 22.04,8,32,1000,offline,347
2297,server-2297,192.168.108.75,Windows Server 2022,2,64,500,offline,255
2298,server-2298,192.168.160.78,Debian 12,16,8,500,maintenance,14
2299,server-2299,192.168.249.182,Windows Server 2022,32,16,2000,maintenance,73
2300,server-2300,192.168.134.232,Ubuntu 22.04,8,16,2000,online,276
2301,server-2301,192.168.199.63,Windows Server 2022,8,64,2000,online,137
2302,server-2302,192.168.160.187,Windows Server 2022,2,4,500,offline,143
2303,server-2303,192.168.129.141,CentOS 8,4,64,500,maintenance,165
2304,server-2304,192.168.77.198,CentOS 8,32,8,1000,maintenance,14
2305,server-2305,192.168.121.77,CentOS 8,32,8,1000,offline,307
2306,server-2306,192.168.142.226,CentOS 8,8,64,100,maintenance,352
2307,server-2307,192.168.161.42,Ubuntu 22.04,2,4,500,maintenance,335
2308,server-2308,192.168.143.50,Windows Server 2022,16,16,2000,offline,101
2309,server-2309,192.168.66.231,Windows Server 2022,4,8,2000,maintenance,34
2310,server-2310,192.168.238.171,Ubuntu 22.04,4,4,1000,offline,58
2311,server-2311,192.168.112.225,Ubuntu 22.04,4,32,100,online,7
2312,server-2312,192.168.247.117,CentOS 8,16,8,100,maintenance,347
2313,server-2313,192.168.28.30,Ubuntu 22.04,32,64,100,online,199
2314,server-2314,192.168.253.93,Windows Server 2022,32,32,500,offline,101
2315,server-2315,192.168.175.85,Ubuntu 22.04,32,8,1000,maintenance,172
2316,server-2316,192.168.98.68,Windows Server 2022,32,8,100,online,91
2317,server-2317,192.168.77.53,Windows Server 2022,4,16,1000,online,13
2318,server-2318,192.168.160.204,Ubuntu 22.04,32,16,100,offline,257
2319,server-2319,192.168.119.116,Debian 12,8,16,1000,maintenance,334
2320,server-2320,192.168.84.99,Windows Server 2022,4,64,2000,online,229
2321,server-2321,192.168.6.44,CentOS 8,32,16,500,maintenance,362
2322,server-2322,192.168.110.81,CentOS 8,8,16,2000,maintenance,83
2323,server-2323,192.168.122.145,Windows Server 2022,32,64,2000,offline,126
2324,server-2324,192.168.191.87,Debian 12,4,8,100,offline,331
2325,server-2325,192.168.34.210,Debian 12,32,32,2000,offline,309
2326,server-2326,192.168.241.140,Debian 12,16,4,100,online,56
2327,server-2327,192.168.243.24,Ubuntu 22.04,8,64,100,online,232
2328,server-2328,192.168.233.228,Windows Server 2022,4,4,1000,offline,285
2329,server-2329,192.168.100.157,CentOS 8,32,4,500,offline,34
2330,server-2330,192.168.124.137,Debian 12,4,64,500,online,114
2331,server-2331,192.168.151.229,Ubuntu 22.04,2,8,500,maintenance,116
2332,server-2332,192.168.5.144,CentOS 8,4,8,500,maintenance,198
2333,server-2333,192.168.141.85,Windows Server 2022,8,16,100,online,357
2334,server-2334,192.168.62.145,Debian 12,2,16,100,offline,134
2335,server-2335,192.168.115.119,Ubuntu 22.04,8,64,100,offline,77
2336,server-2336,192.168.31.207,Debian 12,32,4,500,maintenance,84
2337,server-2337,192.168.213.65,CentOS 8,4,4,1000,online,313
2338,server-2338,192.168.207.103,Windows Server 2022,32,16,1000,online,31
2339,server-2339,192.168.121.132,Ubuntu 22.04,8,8,100,offline,265
2340,server-2340,192.168.74.212,Windows Server 2022,4,32,100,offline,302
2341,server-2341,192.168.114.191,Debian 12,16,4,2000,offline,91
2342,server-2342,192.168.142.244,CentOS 8,4,32,500,maintenance,295
2343,server-2343,192.168.71.94,CentOS 8,16,32,100,offline,84
2344,server-2344,192.168.137.102,Ubuntu 22.04,32,8,500,offline,8
2345,server-2345,192.168.140.170,Windows Server 2022,32,32,1000,online,205
2346,server-2346,192.168.150.183,Debian 12,4,4,100,offline,99
2347,server-2347,192.168.143.7,Debian 12,32,8,500,maintenance,11
2348,server-2348,192.168.219.87,Debian 12,8,64,1000,offline,64
2349,server-2349,192.168.190.76,Windows Server 2022,2,16,500,maintenance,287
2350,server-2350,192.168.16.254,Windows Server 2022,2,8,100,maintenance,213
2351,server-2351,192.168.158.38,Debian 12,8,4,2000,online,187
2352,server-2352,192.168.166.209,Ubuntu 22.04,16,8,100,online,4
2353,server-2353,192.168.144.185,Windows Server 2022,2,4,1000,offline,249
2354,server-2354,192.168.42.141,Debian 12,8,16,500,offline,266
2355,server-2355,192.168.225.211,Ubuntu 22.04,2,32,2000,offline,280
2356,server-2356,192.168.4.32,Windows Server 2022,16,4,500,maintenance,244
2357,server-2357,192.168.110.190,Ubuntu 22.04,8,4,500,offline,88
2358,server-2358,192.168.124.3,Ubuntu 22.04,2,32,100,offline,92
2359,server-2359,192.168.98.190,Debian 12,8,4,100,maintenance,165
2360,server-2360,192.168.119.52,Windows Server 2022,2,32,2000,maintenance,262
2361,server-2361,192.168.189.224,Ubuntu 22.04,4,16,2000,maintenance,12
2362,server-2362,192.168.175.62,CentOS 8,4,8,2000,offline,79
2363,server-2363,192.168.66.198,Ubuntu 22.04,32,8,2000,offline,35
2364,server-2364,192.168.149.158,CentOS 8,8,64,500,maintenance,73
2365,server-2365,192.168.119.207,Windows Server 2022,16,64,100,maintenance,334
2366,server-2366,192.168.8.216,Windows Server 2022,8,8,2000,online,91
2367,server-2367,192.168.200.202,CentOS 8,32,8,100,online,313
2368,server-2368,192.168.195.57,Ubuntu 22.04,4,16,2000,maintenance,277
2369,server-2369,192.168.207.246,Debian 12,16,32,2000,maintenance,177
2370,server-2370,192.168.7.62,Windows Server 2022,32,64,2000,maintenance,165
2371,server-2371,192.168.35.130,CentOS 8,16,16,1000,maintenance,242
2372,server-2372,192.168.161.209,Debian 12,4,16,100,online,273
2373,server-2373,192.168.230.230,Debian 12,16,64,2000,maintenance,102
2374,server-2374,192.168.165.99,CentOS 8,8,4,1000,offline,232
2375,server-2375,192.168.112.91,CentOS 8,2,32,500,maintenance,280
2376,server-2376,192.168.237.203,Ubuntu 22.04,8,64,100,online,16
2377,server-2377,192.168.228.88,Windows Server 2022,16,4,1000,offline,4
2378,server-2378,192.168.208.242,Debian 12,8,16,2000,maintenance,296
2379,server-2379,192.168.64.40,Ubuntu 22.04,16,32,100,maintenance,139
2380,server-2380,192.168.4.243,CentOS 8,16,64,500,maintenance,9
2381,server-2381,192.168.118.137,Debian 12,32,16,100,maintenance,56
2382,server-2382,192.168.47.218,Windows Server 2022,8,32,2000,maintenance,177
2383,server-2383,192.168.214.178,Ubuntu 22.04,8,8,1000,maintenance,27
2384,server-2384,192.168.180.236,Windows Server 2022,16,16,500,online,139
2385,server-2385,192.168.193.249,Ubuntu 22.04,4,8,500,offline,349
2386,server-2386,192.168.7.117,CentOS 8,2,16,100,online,270
2387,server-2387,192.168.70.137,Debian 12,2,8,1000,online,5
2388,server-2388,192.168.139.13,Windows Server 2022,4,64,2000,maintenance,229
2389,server-2389,192.168.113.23,CentOS 8,32,4,1000,online,180
2390,server-2390,192.168.167.156,Windows Server 2022,4,4,100,online,48
2391,server-2391,192.168.2.209,CentOS 8,4,64,2000,maintenance,62
2392,server-2392,192.168.255.105,CentOS 8,2,32,2000,online,208
2393,server-2393,192.168.152.212,CentOS 8,32,32,500,offline,251
2394,server-2394,192.168.194.107,CentOS 8,2,32,1000,online,18
2395,server-2395,192.168.30.144,Ubuntu 22.04,8,32,2000,offline,12
2396,server-2396,192.168.127.95,CentOS 8,8,8,2000,maintenance,138
2397,server-2397,192.168.68.187,Debian 12,4,8,100,online,30
2398,server-2398,192.168.177.85,Windows Server 2022,8,16,100,maintenance,50
2399,server-2399,192.168.75.129,CentOS 8,16,32,2000,online,320
2400,server-2400,192.168.234.64,Windows Server 2022,32,4,1000,offline,230
2401,server-2401,192.168.253.236,Windows Server 2022,16,64,2000,online,241
2402,server-2402,192.168.81.234,Debian 12,8,16,1000,online,141
2403,server-2403,192.168.60.59,Ubuntu 22.04,2,8,1000,online,144
2404,server-2404,192.168.113.70,Ubuntu 22.04,16,16,2000,offline,312
2405,server-2405,192.168.215.154,Ubuntu 22.04,32,16,1000,online,184
2406,server-2406,192.168.231.130,CentOS 8,32,8,500,online,223
2407,server-2407,192.168.213.217,Ubuntu 22.04,32,64,100,online,339
2408,server-2408,192.168.163.239,CentOS 8,8,16,1000,online,334
2409,server-2409,192.168.92.216,Debian 12,4,16,500,offline,357
2410,server-2410,192.168.106.96,Ubuntu 22.04,16,4,100,offline,90
2411,server-2411,192.168.16.100,Debian 12,2,4,500,online,135
2412,server-2412,192.168.239.189,Debian 12,8,16,100,online,222
2413,server-2413,192.168.240.190,Debian 12,8,32,500,online,166
2414,server-2414,192.168.148.74,CentOS 8,16,64,2000,online,336
2415,server-2415,192.168.208.82,Windows Server 2022,2,64,1000,online,355
2416,server-2416,192.168.106.222,Windows Server 2022,8,16,100,online,295
2417,server-2417,192.168.34.133,Windows Server 2022,8,16,500,maintenance,317
2418,server-2418,192.168.131.220,Debian 12,4,16,1000,online,270
2419,server-2419,192.168.37.227,Debian 12,2,4,2000,offline,194
2420,server-2420,192.168.249.56,Ubuntu 22.04,16,64,500,online,280
2421,server-2421,192.168.24.97,Debian 12,8,8,1000,maintenance,173
2422,server-2422,192.168.200.137,CentOS 8,2,64,500,offline,89
2423,server-2423,192.168.30.11,CentOS 8,2,64,2000,offline,120
2424,server-2424,192.168.72.115,Ubuntu 22.04,2,64,500,offline,218
2425,server-2425,192.168.163.108,Debian 12,4,32,500,online,364
2426,server-2426,192.168.100.165,Windows Server 2022,8,32,500,offline,257
2427,server-2427,192.168.214.49,Windows Server 2022,8,32,1000,offline,230
2428,server-2428,192.168.10.55,Ubuntu 22.04,32,32,2000,online,201
2429,server-2429,192.168.204.222,Ubuntu 22.04,2,32,2000,online,272
2430,server-2430,192.168.92.173,Windows Server 2022,16,16,100,maintenance,50
2431,server-2431,192.168.5.16,Windows Server 2022,16,32,2000,offline,215
2432,server-2432,192.168.17.249,CentOS 8,4,16,2000,maintenance,165
2433,server-2433,192.168.33.99,Ubuntu 22.04,2,8,1000,offline,11
2434,server-2434,192.168.38.76,Windows Server 2022,4,32,100,offline,83
2435,server-2435,192.168.120.169,Ubuntu 22.04,4,32,500,online,325
2436,server-2436,192.168.21.66,Ubuntu 22.04,32,64,2000,maintenance,224
2437,server-2437,192.168.101.158,CentOS 8,16,64,2000,maintenance,26
2438,server-2438,192.168.148.224,Ubuntu 22.04,8,4,1000,online,47
2439,server-2439,192.168.222.71,Ubuntu 22.04,16,16,500,online,357
2440,server-2440,192.168.39.155,CentOS 8,32,16,100,maintenance,128
2441,server-2441,192.168.47.227,Windows Server 2022,16,16,1000,online,240
2442,server-2442,192.168.179.114,Windows Server 2022,32,16,2000,maintenance,43
2443,server-2443,192.168.122.66,CentOS 8,2,32,100,maintenance,163
2444,server-2444,192.168.127.121,Debian 12,16,8,1000,offline,294
2445,server-2445,192.168.152.77,CentOS 8,4,16,2000,offline,19
2446,server-2446,192.168.233.48,CentOS 8,32,8,2000,online,257
2447,server-2447,192.168.98.132,Debian 12,2,16,1000,maintenance,48
2448,server-2448,192.168.190.145,Windows Server 2022,16,4,100,maintenance,48
2449,server-2449,192.168.140.153,Windows Server 2022,16,16,500,offline,11
2450,server-2450,192.168.7.193,CentOS 8,4,16,500,maintenance,311
2451,server-2451,192.168.49.147,Windows Server 2022,32,8,1000,offline,319
2452,server-2452,192.168.215.227,Ubuntu 22.04,8,4,100,maintenance,359
2453,server-2453,192.168.240.79,Debian 12,16,8,100,offline,157
2454,server-2454,192.168.223.242,Debian 12,2,64,1000,online,41
2455,server-2455,192.168.82.105,Ubuntu 22.04,8,32,2000,offline,305
2456,server-2456,192.168.176.160,Ubuntu 22.04,32,8,2000,offline,205
2457,server-2457,192.168.75.17,Windows Server 2022,32,16,100,offline,252
2458,server-2458,192.168.239.38,Debian 12,16,32,1000,online,128
2459,server-2459,192.168.53.126,CentOS 8,16,32,2000,maintenance,32
2460,server-2460,192.168.77.188,CentOS 8,16,16,1000,online,120
2461,server-2461,192.168.117.179,Windows Server 2022,16,32,2000,offline,167
2462,server-2462,192.168.51.95,Debian 12,2,16,100,maintenance,318
2463,server-2463,192.168.111.178,CentOS 8,32,32,1000,online,140
2464,server-2464,192.168.2.234,Windows Server 2022,2,4,2000,maintenance,130
2465,server-2465,192.168.11.111,Ubuntu 22.04,32,16,2000,offline,319
2466,server-2466,192.168.179.63,CentOS 8,16,8,2000,offline,328
2467,server-2467,192.168.77.233,Ubuntu 22.04,4,64,1000,online,211
2468,server-2468,192.168.132.164,CentOS 8,2,16,2000,maintenance,336
2469,server-2469,192.168.63.138,CentOS 8,4,64,2000,online,55
2470,server-2470,192.168.65.150,Windows Server 2022,4,64,100,maintenance,333
2471,server-2471,192.168.206.142,Ubuntu 22.04,32,4,2000,maintenance,164
2472,server-2472,192.168.127.84,Debian 12,16,8,2000,offline,275
2473,server-2473,192.168.198.6,Debian 12,32,32,100,maintenance,177
2474,server-2474,192.168.143.89,Windows Server 2022,8,4,500,offline,192
2475,server-2475,192.168.77.108,CentOS 8,4,4,500,online,304
2476,server-2476,192.168.180.40,Debian 12,4,32,1000,online,256
2477,server-2477,192.168.179.185,Ubuntu 22.04,8,8,500,maintenance,233
2478,server-2478,192.168.193.145,Ubuntu 22.04,16,4,1000,online,297
2479,server-2479,192.168.116.62,Ubuntu 22.04,32,8,100,online,140
2480,server-2480,192.168.132.174,CentOS 8,8,8,2000,maintenance,16
2481,server-2481,192.168.52.202,Ubuntu 22.04,8,32,100,online,201
2482,server-2482,192.168.239.245,Ubuntu 22.04,16,16,500,online,208
2483,server-2483,192.168.198.249,Debian 12,2,16,2000,online,78
2484,server-2484,192.168.77.236,Ubuntu 22.04,4,64,500,offline,0
2485,server-2485,192.168.23.102,CentOS 8,32,64,100,maintenance,74
2486,server-2486,192.168.65.106,Debian 12,2,8,1000,online,60
2487,server-2487,192.168.27.211,CentOS 8,32,64,500,online,275
2488,server-2488,192.168.88.55,Debian 12,8,64,2000,maintenance,273
2489,server-2489,192.168.123.214,Windows Server 2022,4,8,100,online,81
2490,server-2490,192.168.237.23,Debian 12,32,64,1000,online,88
2491,server-2491,192.168.70.171,Ubuntu 22.04,32,8,500,online,216
2492,server-2492,192.168.142.194,Debian 12,8,4,1000,online,193
2493,server-2493,192.168.68.233,CentOS 8,2,16,100,maintenance,302
2494,server-2494,192.168.100.238,Windows Server 2022,4,4,100,online,284
2495,server-2495,192.168.86.181,Windows Server 2022,32,32,2000,offline,12
2496,server-2496,192.168.223.157,Ubuntu 22.04,4,32,100,online,333
2497,server-2497,192.168.118.110,Ubuntu 22.04,4,64,2000,offline,176
2498,server-2498,192.168.109.108,Debian 12,4,8,2000,offline,66
2499,server-2499,192.168.33.55,Ubuntu 22.04,4,8,500,offline,311
2500,server-2500,192.168.37.26,CentOS 8,16,16,100,online,242
2501,server-2501,192.168.137.90,Windows Server 2022,32,4,100,maintenance,24
2502,server-2502,192.168.145.231,Debian 12,8,8,2000,offline,365
2503,server-2503,192.168.219.162,Debian 12,32,64,100,online,327
2504,server-2504,192.168.230.39,Windows Server 2022,32,4,500,online,245
2505,server-2505,192.168.39.213,Ubuntu 22.04,2,8,1000,offline,83
2506,server-2506,192.168.7.48,Windows Server 2022,16,32,1000,online,201
2507,server-2507,192.168.255.218,Windows Server 2022,4,32,500,maintenance,239
2508,server-2508,192.168.143.230,Debian 12,8,8,1000,offline,16
2509,server-2509,192.168.178.86,CentOS 8,32,64,100,offline,180
2510,server-2510,192.168.73.99,Ubuntu 22.04,32,16,500,online,346
2511,server-2511,192.168.108.78,Ubuntu 22.04,4,32,2000,offline,341
2512,server-2512,192.168.130.208,Ubuntu 22.04,2,64,2000,offline,20
2513,server-2513,192.168.68.31,Debian 12,16,8,2000,online,350
2514,server-2514,192.168.88.224,CentOS 8,16,32,500,maintenance,355
2515,server-2515,192.168.35.32,Debian 12,4,64,100,offline,339
2516,server-2516,192.168.197.176,Windows Server 2022,4,64,500,online,202
2517,server-2517,192.168.103.236,Windows Server 2022,32,32,500,maintenance,300
2518,server-2518,192.168.37.64,Debian 12,32,4,2000,offline,309
2519,server-2519,192.168.3.15,Windows Server 2022,8,4,500,offline,291
2520,server-2520,192.168.193.73,Debian 12,4,8,1000,maintenance,89
2521,server-2521,192.168.217.125,CentOS 8,8,32,100,maintenance,264
2522,server-2522,192.168.52.10,Ubuntu 22.04,4,64,1000,offline,258
2523,server-2523,192.168.85.117,Debian 12,2,64,1000,offline,35
2524,server-2524,192.168.4.26,Debian 12,8,32,1000,offline,292
2525,server-2525,192.168.52.163,Windows Server 2022,16,16,1000,offline,284
2526,server-2526,192.168.92.7,CentOS 8,8,64,500,offline,333
2527,server-2527,192.168.198.253,CentOS 8,32,32,1000,maintenance,169
2528,server-2528,192.168.178.105,Windows Server 2022,8,32,2000,maintenance,363
2529,server-2529,192.168.139.16,CentOS 8,8,8,2000,online,260
2530,server-2530,192.168.193.9,Ubuntu 22.04,32,8,100,offline,333
2531,server-2531,192.168.64.82,Windows Server 2022,16,64,500,offline,282
2532,server-2532,192.168.81.108,Ubuntu 22.04,2,32,1000,maintenance,90
2533,server-2533,192.168.7.85,CentOS 8,32,4,1000,offline,6
2534,server-2534,192.168.192.79,Windows Server 2022,2,4,2000,offline,25
2535,server-2535,192.168.140.60,Windows Server 2022,16,32,500,maintenance,80
2536,server-2536,192.168.104.197,Windows Server 2022,4,16,2000,maintenance,337
2537,server-2537,192.168.28.165,Windows Server 2022,32,16,100,offline,282
2538,server-2538,192.168.209.77,Windows Server 2022,16,8,2000,maintenance,5
2539,server-2539,192.168.126.201,Debian 12,8,32,100,maintenance,331
2540,server-2540,192.168.166.129,Debian 12,2,4,500,maintenance,167
2541,server-2541,192.168.137.216,CentOS 8,16,64,100,maintenance,321
2542,server-2542,192.168.59.214,Debian 12,4,32,2000,maintenance,125
2543,server-2543,192.168.218.26,Ubuntu 22.04,4,16,2000,offline,62
2544,server-2544,192.168.37.53,Ubuntu 22.04,2,64,1000,offline,36
2545,server-2545,192.168.160.131,Ubuntu 22.04,2,16,100,maintenance,246
2546,server-2546,192.168.77.226,Debian 12,32,16,2000,maintenance,15
2547,server-2547,192.168.119.139,Ubuntu 22.04,2,4,2000,offline,278
2548,server-2548,192.168.95.186,Windows Server 2022,32,64,1000,offline,338
2549,server-2549,192.168.91.89,CentOS 8,4,32,100,online,149
2550,server-2550,192.168.248.241,Ubuntu 22.04,2,64,500,offline,77
2551,server-2551,192.168.61.102,Debian 12,8,4,500,online,314
2552,server-2552,192.168.121.21,Windows Server 2022,8,8,1000,maintenance,323
2553,server-2553,192.168.4.205,Debian 12,8,32,500,offline,222
2554,server-2554,192.168.73.60,Windows Server 2022,16,8,100,online,36
2555,server-2555,192.168.208.134,Windows Server 2022,4,8,500,online,63
2556,server-2556,192.168.233.53,Windows Server 2022,8,64,1000,offline,269
2557,server-2557,192.168.195.22,Ubuntu 22.04,4,64,1000,offline,265
2558,server-2558,192.168.96.193,Windows Server 2022,4,16,500,offline,87
2559,server-2559,192.168.206.117,Ubuntu 22.04,4,64,2000,offline,52
2560,server-2560,192.168.35.51,Ubuntu 22.04,8,16,500,offline,140
2561,server-2561,192.168.195.74,CentOS 8,2,4,100,online,308
2562,server-2562,192.168.100.216,Ubuntu 22.04,4,64,2000,online,314
2563,server-2563,192.168.236.48,Debian 12,2,8,1000,maintenance,323
2564,server-2564,192.168.163.61,CentOS 8,32,16,1000,offline,12
2565,server-2565,192.168.114.69,CentOS 8,16,32,1000,maintenance,351
2566,server-2566,192.168.111.72,Ubuntu 22.04,32,8,500,offline,117
2567,server-2567,192.168.99.187,Ubuntu 22.04,16,4,1000,maintenance,6
2568,server-2568,192.168.142.84,Ubuntu 22.04,2,8,500,maintenance,157
2569,server-2569,192.168.163.195,CentOS 8,16,32,500,online,291
2570,server-2570,192.168.160.183,Debian 12,32,8,500,maintenance,316
2571,server-2571,192.168.224.214,Ubuntu 22.04,32,16,500,online,191
2572,server-2572,192.168.3.221,Ubuntu 22.04,4,32,2000,maintenance,155
2573,server-2573,192.168.127.180,CentOS 8,16,4,500,online,215
2574,server-2574,192.168.223.181,Debian 12,4,8,100,online,118
2575,server-2575,192.168.62.228,Windows Server 2022,2,4,1000,offline,142
2576,server-2576,192.168.96.142,Windows Server 2022,4,32,1000,maintenance,339
2577,server-2577,192.168.180.211,Windows Server 2022,4,4,2000,maintenance,30
2578,server-2578,192.168.118.64,Ubuntu 22.04,16,32,500,offline,107
2579,server-2579,192.168.238.246,Windows Server 2022,16,8,100,offline,139
2580,server-2580,192.168.183.209,Ubuntu 22.04,4,4,2000,online,206
2581,server-2581,192.168.48.48,CentOS 8,32,4,100,maintenance,365
2582,server-2582,192.168.177.170,Windows Server 2022,8,4,100,online,261
2583,server-2583,192.168.252.70,Ubuntu 22.04,8,4,500,offline,194
2584,server-2584,192.168.95.56,Windows Server 2022,32,64,500,online,177
2585,server-2585,192.168.127.226,CentOS 8,16,8,1000,offline,309
2586,server-2586,192.168.167.243,CentOS 8,4,16,1000,online,53
2587,server-2587,192.168.218.173,Windows Server 2022,8,32,100,online,344
2588,server-2588,192.168.161.121,CentOS 8,16,4,500,maintenance,365
2589,server-2589,192.168.121.5,Ubuntu 22.04,16,8,500,maintenance,73
2590,server-2590,192.168.169.207,CentOS 8,4,64,2000,maintenance,320
2591,server-2591,192.168.39.130,CentOS 8,8,4,2000,offline,123
2592,server-2592,192.168.131.207,CentOS 8,2,64,100,maintenance,245
2593,server-2593,192.168.208.24,CentOS 8,32,16,2000,offline,322
2594,server-2594,192.168.175.127,Debian 12,32,64,2000,offline,122
2595,server-2595,192.168.56.151,Windows Server 2022,32,32,1000,maintenance,8
2596,server-2596,192.168.224.128,Windows Server 2022,8,16,500,online,310
2597,server-2597,192.168.230.137,Debian 12,16,8,500,online,80
2598,server-2598,192.168.34.190,CentOS 8,8,4,500,online,159
2599,server-2599,192.168.122.95,CentOS 8,16,32,500,online,134
2600,server-2600,192.168.149.248,CentOS 8,32,16,1000,online,38
2601,server-2601,192.168.178.209,Debian 12,8,32,2000,maintenance,134
2602,server-2602,192.168.105.98,Windows Server 2022,32,64,100,offline,232
2603,server-2603,192.168.151.176,CentOS 8,32,64,500,offline,335
2604,server-2604,192.168.201.77,CentOS 8,16,8,2000,offline,167
2605,server-2605,192.168.120.188,Debian 12,8,64,100,online,85
2606,server-2606,192.168.95.99,Debian 12,8,16,100,online,354
2607,server-2607,192.168.34.190,Ubuntu 22.04,4,16,2000,offline,343
2608,server-2608,192.168.44.177,Windows Server 2022,32,64,1000,online,91
2609,server-2609,192.168.62.178,Ubuntu 22.04,32,8,2000,online,281
2610,server-2610,192.168.20.81,Debian 12,16,8,100,maintenance,188
2611,server-2611,192.168.20.61,Windows Server 2022,32,4,500,offline,199
2612,server-2612,192.168.50.190,Debian 12,2,64,500,maintenance,244
2613,server-2613,192.168.46.224,Windows Server 2022,32,16,100,maintenance,208
2614,server-2614,192.168.52.42,Debian 12,16,4,2000,offline,71
2615,server-2615,192.168.69.149,CentOS 8,8,64,100,maintenance,252
2616,server-2616,192.168.47.20,Ubuntu 22.04,2,32,2000,maintenance,297
2617,server-2617,192.168.76.160,CentOS 8,8,32,100,offline,201
2618,server-2618,192.168.250.35,CentOS 8,32,64,500,maintenance,221
